resp,stimulus,fishID,cond
0,7,fish8_Checker,Checker
0,8,fish8_Checker,Checker
0,9,fish8_Checker,Checker
0,10,fish8_Checker,Checker
0,11,fish8_Checker,Checker
0,12,fish8_Checker,Checker
0,13,fish8_Checker,Checker
0,14,fish8_Checker,Checker
0,15,fish8_Checker,Checker
0,16,fish8_Checker,Checker
0,17,fish8_Checker,Checker
0,18,fish8_Checker,Checker
0,19,fish8_Checker,Checker
0,20,fish8_Checker,Checker
0,1,fish9_Checker,Checker
0,2,fish9_Checker,Checker
1,3,fish9_Checker,Checker
0,4,fish9_Checker,Checker
0,5,fish9_Checker,Checker
0,6,fish9_Checker,Checker
1,7,fish9_Checker,Checker
1,8,fish9_Checker,Checker
1,9,fish9_Checker,Checker
0,10,fish9_Checker,Checker
1,11,fish9_Checker,Checker
1,12,fish9_Checker,Checker
1,13,fish9_Checker,Checker
0,14,fish9_Checker,Checker
1,15,fish9_Checker,Checker
1,16,fish9_Checker,Checker
0,17,fish9_Checker,Checker
1,18,fish9_Checker,Checker
0,19,fish9_Checker,Checker
0,20,fish9_Checker,Checker
0,1,fish10_Checker,Checker
0,2,fish10_Checker,Checker
0,3,fish10_Checker,Checker
0,4,fish10_Checker,Checker
0,5,fish10_Checker,Checker
0,6,fish10_Checker,Checker
0,7,fish10_Checker,Checker
0,8,fish10_Checker,Checker
0,9,fish10_Checker,Checker
0,10,fish10_Checker,Checker
0,11,fish10_Checker,Checker
0,12,fish10_Checker,Checker
0,13,fish10_Checker,Checker
0,14,fish10_Checker,Checker
0,15,fish10_Checker,Checker
0,16,fish10_Checker,Checker
0,17,fish10_Checker,Checker
0,18,fish10_Checker,Checker
0,19,fish10_Checker,Checker
0,20,fish10_Checker,Checker
0,1,fish11_Checker,Checker
0,2,fish11_Checker,Checker
0,3,fish11_Checker,Checker
0,4,fish11_Checker,Checker
0,5,fish11_Checker,Checker
0,6,fish11_Checker,Checker
0,7,fish11_Checker,Checker
0,8,fish11_Checker,Checker
0,9,fish11_Checker,Checker
0,10,fish11_Checker,Checker
0,11,fish11_Checker,Checker
0,12,fish11_Checker,Checker
0,13,fish11_Checker,Checker
0,14,fish11_Checker,Checker
0,15,fish11_Checker,Checker
0,16,fish11_Checker,Checker
0,17,fish11_Checker,Checker
0,18,fish11_Checker,Checker
0,19,fish11_Checker,Checker
0,20,fish11_Checker,Checker
0,1,fish12_Checker,Checker
0,2,fish12_Checker,Checker
0,3,fish12_Checker,Checker
0,4,fish12_Checker,Checker
0,5,fish12_Checker,Checker
0,6,fish12_Checker,Checker
0,7,fish12_Checker,Checker
0,8,fish12_Checker,Checker
0,9,fish12_Checker,Checker
0,10,fish12_Checker,Checker
0,11,fish12_Checker,Checker
0,12,fish12_Checker,Checker
0,13,fish12_Checker,Checker
0,14,fish12_Checker,Checker
0,15,fish12_Checker,Checker
0,16,fish12_Checker,Checker
0,17,fish12_Checker,Checker
0,18,fish12_Checker,Checker
0,19,fish12_Checker,Checker
0,20,fish12_Checker,Checker
0,1,fish13_Checker,Checker
0,2,fish13_Checker,Checker
0,3,fish13_Checker,Checker
0,4,fish13_Checker,Checker
0,5,fish13_Checker,Checker
0,6,fish13_Checker,Checker
0,7,fish13_Checker,Checker
0,8,fish13_Checker,Checker
0,9,fish13_Checker,Checker
0,10,fish13_Checker,Checker
0,11,fish13_Checker,Checker
0,12,fish13_Checker,Checker
0,13,fish13_Checker,Checker
0,14,fish13_Checker,Checker
0,15,fish13_Checker,Checker
0,16,fish13_Checker,Checker
0,17,fish13_Checker,Checker
0,18,fish13_Checker,Checker
0,19,fish13_Checker,Checker
0,20,fish13_Checker,Checker
0,1,fish14_Checker,Checker
0,2,fish14_Checker,Checker
0,3,fish14_Checker,Checker
0,4,fish14_Checker,Checker
0,5,fish14_Checker,Checker
0,6,fish14_Checker,Checker
0,7,fish14_Checker,Checker
0,8,fish14_Checker,Checker
0,9,fish14_Checker,Checker
0,10,fish14_Checker,Checker
0,11,fish14_Checker,Checker
0,12,fish14_Checker,Checker
0,13,fish14_Checker,Checker
0,14,fish14_Checker,Checker
0,15,fish14_Checker,Checker
0,16,fish14_Checker,Checker
0,17,fish14_Checker,Checker
0,18,fish14_Checker,Checker
1,19,fish14_Checker,Checker
0,20,fish14_Checker,Checker
0,1,fish15_Checker,Checker
0,2,fish15_Checker,Checker
0,3,fish15_Checker,Checker
0,4,fish15_Checker,Checker
0,5,fish15_Checker,Checker
0,6,fish15_Checker,Checker
0,7,fish15_Checker,Checker
0,8,fish15_Checker,Checker
0,9,fish15_Checker,Checker
0,10,fish15_Checker,Checker
0,11,fish15_Checker,Checker
0,12,fish15_Checker,Checker
0,13,fish15_Checker,Checker
0,14,fish15_Checker,Checker
0,15,fish15_Checker,Checker
0,16,fish15_Checker,Checker
0,17,fish15_Checker,Checker
0,18,fish15_Checker,Checker
1,19,fish15_Checker,Checker
0,20,fish15_Checker,Checker
0,1,fish16_Checker,Checker
1,2,fish16_Checker,Checker
0,3,fish16_Checker,Checker
0,4,fish16_Checker,Checker
0,5,fish16_Checker,Checker
0,6,fish16_Checker,Checker
0,7,fish16_Checker,Checker
0,8,fish16_Checker,Checker
0,9,fish16_Checker,Checker
0,10,fish16_Checker,Checker
0,11,fish16_Checker,Checker
0,12,fish16_Checker,Checker
0,13,fish16_Checker,Checker
0,14,fish16_Checker,Checker
0,15,fish16_Checker,Checker
0,16,fish16_Checker,Checker
0,17,fish16_Checker,Checker
0,18,fish16_Checker,Checker
0,19,fish16_Checker,Checker
0,20,fish16_Checker,Checker
1,1,fish17_Checker,Checker
1,2,fish17_Checker,Checker
0,3,fish17_Checker,Checker
0,4,fish17_Checker,Checker
0,5,fish17_Checker,Checker
0,6,fish17_Checker,Checker
0,7,fish17_Checker,Checker
0,8,fish17_Checker,Checker
0,9,fish17_Checker,Checker
0,10,fish17_Checker,Checker
0,11,fish17_Checker,Checker
0,12,fish17_Checker,Checker
0,13,fish17_Checker,Checker
0,14,fish17_Checker,Checker
0,15,fish17_Checker,Checker
0,16,fish17_Checker,Checker
0,17,fish17_Checker,Checker
0,18,fish17_Checker,Checker
0,19,fish17_Checker,Checker
0,20,fish17_Checker,Checker
0,1,fish18_Checker,Checker
0,2,fish18_Checker,Checker
0,3,fish18_Checker,Checker
1,4,fish18_Checker,Checker
0,5,fish18_Checker,Checker
1,6,fish18_Checker,Checker
0,7,fish18_Checker,Checker
0,8,fish18_Checker,Checker
0,9,fish18_Checker,Checker
1,10,fish18_Checker,Checker
1,11,fish18_Checker,Checker
0,12,fish18_Checker,Checker
0,13,fish18_Checker,Checker
0,14,fish18_Checker,Checker
0,15,fish18_Checker,Checker
0,16,fish18_Checker,Checker
0,17,fish18_Checker,Checker
0,18,fish18_Checker,Checker
1,19,fish18_Checker,Checker
0,20,fish18_Checker,Checker
0,1,fish19_Checker,Checker
0,2,fish19_Checker,Checker
0,3,fish19_Checker,Checker
0,4,fish19_Checker,Checker
0,5,fish19_Checker,Checker
0,6,fish19_Checker,Checker
0,7,fish19_Checker,Checker
0,8,fish19_Checker,Checker
0,9,fish19_Checker,Checker
0,10,fish19_Checker,Checker
0,11,fish19_Checker,Checker
0,12,fish19_Checker,Checker
0,13,fish19_Checker,Checker
0,14,fish19_Checker,Checker
0,15,fish19_Checker,Checker
0,16,fish19_Checker,Checker
0,17,fish19_Checker,Checker
0,18,fish19_Checker,Checker
0,19,fish19_Checker,Checker
0,20,fish19_Checker,Checker
1,1,fish20_Checker,Checker
1,2,fish20_Checker,Checker
1,3,fish20_Checker,Checker
0,4,fish20_Checker,Checker
0,5,fish20_Checker,Checker
0,6,fish20_Checker,Checker
0,7,fish20_Checker,Checker
0,8,fish20_Checker,Checker
0,9,fish20_Checker,Checker
0,10,fish20_Checker,Checker
0,11,fish20_Checker,Checker
0,12,fish20_Checker,Checker
0,13,fish20_Checker,Checker
1,14,fish20_Checker,Checker
1,15,fish20_Checker,Checker
1,16,fish20_Checker,Checker
1,17,fish20_Checker,Checker
0,18,fish20_Checker,Checker
1,19,fish20_Checker,Checker
0,20,fish20_Checker,Checker
0,1,fish21_Checker,Checker
0,2,fish21_Checker,Checker
0,3,fish21_Checker,Checker
0,4,fish21_Checker,Checker
0,5,fish21_Checker,Checker
0,6,fish21_Checker,Checker
0,7,fish21_Checker,Checker
0,8,fish21_Checker,Checker
0,9,fish21_Checker,Checker
0,10,fish21_Checker,Checker
0,11,fish21_Checker,Checker
0,12,fish21_Checker,Checker
0,13,fish21_Checker,Checker
1,14,fish21_Checker,Checker
0,15,fish21_Checker,Checker
0,16,fish21_Checker,Checker
0,17,fish21_Checker,Checker
1,18,fish21_Checker,Checker
1,19,fish21_Checker,Checker
1,20,fish21_Checker,Checker
0,1,fish22_Checker,Checker
1,2,fish22_Checker,Checker
0,3,fish22_Checker,Checker
1,4,fish22_Checker,Checker
0,5,fish22_Checker,Checker
0,6,fish22_Checker,Checker
0,7,fish22_Checker,Checker
1,8,fish22_Checker,Checker
0,9,fish22_Checker,Checker
0,10,fish22_Checker,Checker
0,11,fish22_Checker,Checker
0,12,fish22_Checker,Checker
0,13,fish22_Checker,Checker
1,14,fish22_Checker,Checker
0,15,fish22_Checker,Checker
0,16,fish22_Checker,Checker
0,17,fish22_Checker,Checker
0,18,fish22_Checker,Checker
0,19,fish22_Checker,Checker
0,20,fish22_Checker,Checker
0,1,fish23_Checker,Checker
0,2,fish23_Checker,Checker
0,3,fish23_Checker,Checker
0,4,fish23_Checker,Checker
1,5,fish23_Checker,Checker
1,6,fish23_Checker,Checker
1,7,fish23_Checker,Checker
1,8,fish23_Checker,Checker
1,9,fish23_Checker,Checker
1,10,fish23_Checker,Checker
1,11,fish23_Checker,Checker
0,12,fish23_Checker,Checker
0,13,fish23_Checker,Checker
0,14,fish23_Checker,Checker
1,15,fish23_Checker,Checker
1,16,fish23_Checker,Checker
1,17,fish23_Checker,Checker
1,18,fish23_Checker,Checker
1,19,fish23_Checker,Checker
1,20,fish23_Checker,Checker
0,1,fish24_Checker,Checker
0,2,fish24_Checker,Checker
0,3,fish24_Checker,Checker
0,4,fish24_Checker,Checker
0,5,fish24_Checker,Checker
1,6,fish24_Checker,Checker
1,7,fish24_Checker,Checker
0,8,fish24_Checker,Checker
1,9,fish24_Checker,Checker
1,10,fish24_Checker,Checker
0,11,fish24_Checker,Checker
1,12,fish24_Checker,Checker
0,13,fish24_Checker,Checker
0,14,fish24_Checker,Checker
0,15,fish24_Checker,Checker
0,16,fish24_Checker,Checker
1,17,fish24_Checker,Checker
1,18,fish24_Checker,Checker
1,19,fish24_Checker,Checker
0,20,fish24_Checker,Checker
0,1,fish25_Checker,Checker
0,2,fish25_Checker,Checker
0,3,fish25_Checker,Checker
0,4,fish25_Checker,Checker
0,5,fish25_Checker,Checker
0,6,fish25_Checker,Checker
0,7,fish25_Checker,Checker
0,8,fish25_Checker,Checker
0,9,fish25_Checker,Checker
1,10,fish25_Checker,Checker
0,11,fish25_Checker,Checker
1,12,fish25_Checker,Checker
0,13,fish25_Checker,Checker
0,14,fish25_Checker,Checker
0,15,fish25_Checker,Checker
0,16,fish25_Checker,Checker
0,17,fish25_Checker,Checker
1,18,fish25_Checker,Checker
1,19,fish25_Checker,Checker
0,20,fish25_Checker,Checker
1,1,fish26_Checker,Checker
0,2,fish26_Checker,Checker
0,3,fish26_Checker,Checker
0,4,fish26_Checker,Checker
1,5,fish26_Checker,Checker
1,6,fish26_Checker,Checker
0,7,fish26_Checker,Checker
1,8,fish26_Checker,Checker
1,9,fish26_Checker,Checker
1,10,fish26_Checker,Checker
1,11,fish26_Checker,Checker
1,12,fish26_Checker,Checker
1,13,fish26_Checker,Checker
0,14,fish26_Checker,Checker
0,15,fish26_Checker,Checker
1,16,fish26_Checker,Checker
0,17,fish26_Checker,Checker
0,18,fish26_Checker,Checker
0,19,fish26_Checker,Checker
0,20,fish26_Checker,Checker
0,1,fish27_Checker,Checker
1,2,fish27_Checker,Checker
1,3,fish27_Checker,Checker
0,4,fish27_Checker,Checker
0,5,fish27_Checker,Checker
1,6,fish27_Checker,Checker
0,7,fish27_Checker,Checker
0,8,fish27_Checker,Checker
0,9,fish27_Checker,Checker
0,10,fish27_Checker,Checker
0,11,fish27_Checker,Checker
0,12,fish27_Checker,Checker
0,13,fish27_Checker,Checker
1,14,fish27_Checker,Checker
1,15,fish27_Checker,Checker
0,16,fish27_Checker,Checker
1,17,fish27_Checker,Checker
1,18,fish27_Checker,Checker
0,19,fish27_Checker,Checker
0,20,fish27_Checker,Checker
0,1,fish28_Checker,Checker
0,2,fish28_Checker,Checker
0,3,fish28_Checker,Checker
0,4,fish28_Checker,Checker
0,5,fish28_Checker,Checker
1,6,fish28_Checker,Checker
0,7,fish28_Checker,Checker
0,8,fish28_Checker,Checker
0,9,fish28_Checker,Checker
0,10,fish28_Checker,Checker
0,11,fish28_Checker,Checker
0,12,fish28_Checker,Checker
1,13,fish28_Checker,Checker
0,14,fish28_Checker,Checker
0,15,fish28_Checker,Checker
1,16,fish28_Checker,Checker
0,17,fish28_Checker,Checker
1,18,fish28_Checker,Checker
1,19,fish28_Checker,Checker
0,20,fish28_Checker,Checker
0,1,fish29_Checker,Checker
1,2,fish29_Checker,Checker
0,3,fish29_Checker,Checker
0,4,fish29_Checker,Checker
1,5,fish29_Checker,Checker
1,6,fish29_Checker,Checker
0,7,fish29_Checker,Checker
0,8,fish29_Checker,Checker
0,9,fish29_Checker,Checker
1,10,fish29_Checker,Checker
0,11,fish29_Checker,Checker
1,12,fish29_Checker,Checker
1,13,fish29_Checker,Checker
0,14,fish29_Checker,Checker
1,15,fish29_Checker,Checker
1,16,fish29_Checker,Checker
1,17,fish29_Checker,Checker
0,18,fish29_Checker,Checker
0,19,fish29_Checker,Checker
1,20,fish29_Checker,Checker
0,1,fish30_Checker,Checker
0,2,fish30_Checker,Checker
0,3,fish30_Checker,Checker
0,4,fish30_Checker,Checker
0,5,fish30_Checker,Checker
1,6,fish30_Checker,Checker
1,7,fish30_Checker,Checker
1,8,fish30_Checker,Checker
0,9,fish30_Checker,Checker
1,10,fish30_Checker,Checker
1,11,fish30_Checker,Checker
1,12,fish30_Checker,Checker
0,13,fish30_Checker,Checker
0,14,fish30_Checker,Checker
0,15,fish30_Checker,Checker
0,16,fish30_Checker,Checker
0,17,fish30_Checker,Checker
0,18,fish30_Checker,Checker
0,19,fish30_Checker,Checker
0,20,fish30_Checker,Checker
0,1,fish31_Checker,Checker
0,2,fish31_Checker,Checker
0,3,fish31_Checker,Checker
1,4,fish31_Checker,Checker
1,5,fish31_Checker,Checker
1,6,fish31_Checker,Checker
1,7,fish31_Checker,Checker
1,8,fish31_Checker,Checker
0,9,fish31_Checker,Checker
0,10,fish31_Checker,Checker
0,11,fish31_Checker,Checker
0,12,fish31_Checker,Checker
0,13,fish31_Checker,Checker
0,14,fish31_Checker,Checker
0,15,fish31_Checker,Checker
0,16,fish31_Checker,Checker
0,17,fish31_Checker,Checker
0,18,fish31_Checker,Checker
0,19,fish31_Checker,Checker
0,20,fish31_Checker,Checker
0,1,fish32_Checker,Checker
0,2,fish32_Checker,Checker
1,3,fish32_Checker,Checker
1,4,fish32_Checker,Checker
0,5,fish32_Checker,Checker
1,6,fish32_Checker,Checker
0,7,fish32_Checker,Checker
0,8,fish32_Checker,Checker
0,9,fish32_Checker,Checker
0,10,fish32_Checker,Checker
0,11,fish32_Checker,Checker
1,12,fish32_Checker,Checker
1,13,fish32_Checker,Checker
0,14,fish32_Checker,Checker
1,15,fish32_Checker,Checker
1,16,fish32_Checker,Checker
0,17,fish32_Checker,Checker
1,18,fish32_Checker,Checker
0,19,fish32_Checker,Checker
0,20,fish32_Checker,Checker
1,1,fish33_Checker,Checker
0,2,fish33_Checker,Checker
1,3,fish33_Checker,Checker
1,4,fish33_Checker,Checker
0,5,fish33_Checker,Checker
1,6,fish33_Checker,Checker
0,7,fish33_Checker,Checker
0,8,fish33_Checker,Checker
1,9,fish33_Checker,Checker
0,10,fish33_Checker,Checker
0,11,fish33_Checker,Checker
0,12,fish33_Checker,Checker
1,13,fish33_Checker,Checker
0,14,fish33_Checker,Checker
0,15,fish33_Checker,Checker
0,16,fish33_Checker,Checker
0,17,fish33_Checker,Checker
0,18,fish33_Checker,Checker
0,19,fish33_Checker,Checker
0,20,fish33_Checker,Checker
1,1,fish34_Checker,Checker
0,2,fish34_Checker,Checker
0,3,fish34_Checker,Checker
0,4,fish34_Checker,Checker
0,5,fish34_Checker,Checker
0,6,fish34_Checker,Checker
0,7,fish34_Checker,Checker
0,8,fish34_Checker,Checker
0,9,fish34_Checker,Checker
0,10,fish34_Checker,Checker
0,11,fish34_Checker,Checker
0,12,fish34_Checker,Checker
0,13,fish34_Checker,Checker
0,14,fish34_Checker,Checker
0,15,fish34_Checker,Checker
0,16,fish34_Checker,Checker
0,17,fish34_Checker,Checker
0,18,fish34_Checker,Checker
0,19,fish34_Checker,Checker
0,20,fish34_Checker,Checker
1,1,fish35_Checker,Checker
0,2,fish35_Checker,Checker
1,3,fish35_Checker,Checker
1,4,fish35_Checker,Checker
0,5,fish35_Checker,Checker
0,6,fish35_Checker,Checker
0,7,fish35_Checker,Checker
1,8,fish35_Checker,Checker
0,9,fish35_Checker,Checker
0,10,fish35_Checker,Checker
0,11,fish35_Checker,Checker
0,12,fish35_Checker,Checker
0,13,fish35_Checker,Checker
1,14,fish35_Checker,Checker
0,15,fish35_Checker,Checker
0,16,fish35_Checker,Checker
0,17,fish35_Checker,Checker
0,18,fish35_Checker,Checker
0,19,fish35_Checker,Checker
0,20,fish35_Checker,Checker
0,1,fish36_Checker,Checker
0,2,fish36_Checker,Checker
1,3,fish36_Checker,Checker
0,4,fish36_Checker,Checker
0,5,fish36_Checker,Checker
0,6,fish36_Checker,Checker
0,7,fish36_Checker,Checker
0,8,fish36_Checker,Checker
0,9,fish36_Checker,Checker
0,10,fish36_Checker,Checker
0,11,fish36_Checker,Checker
0,12,fish36_Checker,Checker
0,13,fish36_Checker,Checker
0,14,fish36_Checker,Checker
0,15,fish36_Checker,Checker
0,16,fish36_Checker,Checker
0,17,fish36_Checker,Checker
0,18,fish36_Checker,Checker
0,19,fish36_Checker,Checker
0,20,fish36_Checker,Checker
1,1,fish37_Checker,Checker
0,2,fish37_Checker,Checker
0,3,fish37_Checker,Checker
0,4,fish37_Checker,Checker
0,5,fish37_Checker,Checker
0,6,fish37_Checker,Checker
0,7,fish37_Checker,Checker
0,8,fish37_Checker,Checker
0,9,fish37_Checker,Checker
0,10,fish37_Checker,Checker
1,11,fish37_Checker,Checker
0,12,fish37_Checker,Checker
0,13,fish37_Checker,Checker
0,14,fish37_Checker,Checker
0,15,fish37_Checker,Checker
1,16,fish37_Checker,Checker
0,17,fish37_Checker,Checker
0,18,fish37_Checker,Checker
0,19,fish37_Checker,Checker
0,20,fish37_Checker,Checker
0,1,fish38_Checker,Checker
0,2,fish38_Checker,Checker
0,3,fish38_Checker,Checker
1,4,fish38_Checker,Checker
0,5,fish38_Checker,Checker
1,6,fish38_Checker,Checker
0,7,fish38_Checker,Checker
0,8,fish38_Checker,Checker
1,9,fish38_Checker,Checker
0,10,fish38_Checker,Checker
0,11,fish38_Checker,Checker
0,12,fish38_Checker,Checker
0,13,fish38_Checker,Checker
0,14,fish38_Checker,Checker
1,15,fish38_Checker,Checker
1,16,fish38_Checker,Checker
0,17,fish38_Checker,Checker
0,18,fish38_Checker,Checker
0,19,fish38_Checker,Checker
1,20,fish38_Checker,Checker
0,1,fish39_Checker,Checker
0,2,fish39_Checker,Checker
1,3,fish39_Checker,Checker
0,4,fish39_Checker,Checker
0,5,fish39_Checker,Checker
1,6,fish39_Checker,Checker
1,7,fish39_Checker,Checker
1,8,fish39_Checker,Checker
1,9,fish39_Checker,Checker
1,10,fish39_Checker,Checker
1,11,fish39_Checker,Checker
0,12,fish39_Checker,Checker
1,13,fish39_Checker,Checker
1,14,fish39_Checker,Checker
0,15,fish39_Checker,Checker
1,16,fish39_Checker,Checker
1,17,fish39_Checker,Checker
0,18,fish39_Checker,Checker
0,19,fish39_Checker,Checker
0,20,fish39_Checker,Checker
1,1,fish40_Checker,Checker
1,2,fish40_Checker,Checker
0,3,fish40_Checker,Checker
1,4,fish40_Checker,Checker
1,5,fish40_Checker,Checker
1,6,fish40_Checker,Checker
1,7,fish40_Checker,Checker
1,8,fish40_Checker,Checker
1,9,fish40_Checker,Checker
1,10,fish40_Checker,Checker
1,11,fish40_Checker,Checker
1,12,fish40_Checker,Checker
0,13,fish40_Checker,Checker
0,14,fish40_Checker,Checker
0,15,fish40_Checker,Checker
0,16,fish40_Checker,Checker
1,17,fish40_Checker,Checker
0,18,fish40_Checker,Checker
1,19,fish40_Checker,Checker
1,20,fish40_Checker,Checker
1,1,fish41_Checker,Checker
0,2,fish41_Checker,Checker
0,3,fish41_Checker,Checker
0,4,fish41_Checker,Checker
0,5,fish41_Checker,Checker
0,6,fish41_Checker,Checker
0,7,fish41_Checker,Checker
0,8,fish41_Checker,Checker
0,9,fish41_Checker,Checker
0,10,fish41_Checker,Checker
0,11,fish41_Checker,Checker
0,12,fish41_Checker,Checker
0,13,fish41_Checker,Checker
0,14,fish41_Checker,Checker
0,15,fish41_Checker,Checker
0,16,fish41_Checker,Checker
0,17,fish41_Checker,Checker
0,18,fish41_Checker,Checker
0,19,fish41_Checker,Checker
0,20,fish41_Checker,Checker
1,1,fish42_Checker,Checker
1,2,fish42_Checker,Checker
1,3,fish42_Checker,Checker
1,4,fish42_Checker,Checker
0,5,fish42_Checker,Checker
1,6,fish42_Checker,Checker
1,7,fish42_Checker,Checker
1,8,fish42_Checker,Checker
1,9,fish42_Checker,Checker
1,10,fish42_Checker,Checker
1,11,fish42_Checker,Checker
1,12,fish42_Checker,Checker
1,13,fish42_Checker,Checker
1,14,fish42_Checker,Checker
1,15,fish42_Checker,Checker
1,16,fish42_Checker,Checker
1,17,fish42_Checker,Checker
1,18,fish42_Checker,Checker
1,19,fish42_Checker,Checker
0,20,fish42_Checker,Checker
0,1,fish43_Checker,Checker
1,2,fish43_Checker,Checker
1,3,fish43_Checker,Checker
0,4,fish43_Checker,Checker
1,5,fish43_Checker,Checker
0,6,fish43_Checker,Checker
0,7,fish43_Checker,Checker
1,8,fish43_Checker,Checker
0,9,fish43_Checker,Checker
0,10,fish43_Checker,Checker
0,11,fish43_Checker,Checker
0,12,fish43_Checker,Checker
0,13,fish43_Checker,Checker
0,14,fish43_Checker,Checker
0,15,fish43_Checker,Checker
0,16,fish43_Checker,Checker
0,17,fish43_Checker,Checker
0,18,fish43_Checker,Checker
1,19,fish43_Checker,Checker
0,20,fish43_Checker,Checker
0,1,fish44_Checker,Checker
0,2,fish44_Checker,Checker
0,3,fish44_Checker,Checker
0,4,fish44_Checker,Checker
0,5,fish44_Checker,Checker
0,6,fish44_Checker,Checker
0,7,fish44_Checker,Checker
0,8,fish44_Checker,Checker
0,9,fish44_Checker,Checker
0,10,fish44_Checker,Checker
0,11,fish44_Checker,Checker
0,12,fish44_Checker,Checker
0,13,fish44_Checker,Checker
0,14,fish44_Checker,Checker
0,15,fish44_Checker,Checker
0,16,fish44_Checker,Checker
0,17,fish44_Checker,Checker
0,18,fish44_Checker,Checker
0,19,fish44_Checker,Checker
0,20,fish44_Checker,Checker
1,1,fish45_Checker,Checker
1,2,fish45_Checker,Checker
1,3,fish45_Checker,Checker
0,4,fish45_Checker,Checker
1,5,fish45_Checker,Checker
1,6,fish45_Checker,Checker
0,7,fish45_Checker,Checker
0,8,fish45_Checker,Checker
0,9,fish45_Checker,Checker
1,10,fish45_Checker,Checker
1,11,fish45_Checker,Checker
0,12,fish45_Checker,Checker
1,13,fish45_Checker,Checker
1,14,fish45_Checker,Checker
1,15,fish45_Checker,Checker
1,16,fish45_Checker,Checker
1,17,fish45_Checker,Checker
0,18,fish45_Checker,Checker
1,19,fish45_Checker,Checker
1,20,fish45_Checker,Checker
0,1,fish46_Checker,Checker
0,2,fish46_Checker,Checker
0,3,fish46_Checker,Checker
0,4,fish46_Checker,Checker
0,5,fish46_Checker,Checker
1,6,fish46_Checker,Checker
1,7,fish46_Checker,Checker
1,8,fish46_Checker,Checker
0,9,fish46_Checker,Checker
0,10,fish46_Checker,Checker
1,11,fish46_Checker,Checker
1,12,fish46_Checker,Checker
0,13,fish46_Checker,Checker
0,14,fish46_Checker,Checker
0,15,fish46_Checker,Checker
0,16,fish46_Checker,Checker
0,17,fish46_Checker,Checker
0,18,fish46_Checker,Checker
0,19,fish46_Checker,Checker
0,20,fish46_Checker,Checker
0,1,fish47_Checker,Checker
1,2,fish47_Checker,Checker
0,3,fish47_Checker,Checker
0,4,fish47_Checker,Checker
1,5,fish47_Checker,Checker
0,6,fish47_Checker,Checker
0,7,fish47_Checker,Checker
0,8,fish47_Checker,Checker
0,9,fish47_Checker,Checker
0,10,fish47_Checker,Checker
0,11,fish47_Checker,Checker
0,12,fish47_Checker,Checker
0,13,fish47_Checker,Checker
0,14,fish47_Checker,Checker
0,15,fish47_Checker,Checker
0,16,fish47_Checker,Checker
0,17,fish47_Checker,Checker
0,18,fish47_Checker,Checker
0,19,fish47_Checker,Checker
0,20,fish47_Checker,Checker
1,1,fish48_Checker,Checker
1,2,fish48_Checker,Checker
1,3,fish48_Checker,Checker
0,4,fish48_Checker,Checker
0,5,fish48_Checker,Checker
1,6,fish48_Checker,Checker
1,7,fish48_Checker,Checker
0,8,fish48_Checker,Checker
0,9,fish48_Checker,Checker
0,10,fish48_Checker,Checker
1,11,fish48_Checker,Checker
1,12,fish48_Checker,Checker
0,13,fish48_Checker,Checker
0,14,fish48_Checker,Checker
0,15,fish48_Checker,Checker
0,16,fish48_Checker,Checker
0,17,fish48_Checker,Checker
0,18,fish48_Checker,Checker
1,19,fish48_Checker,Checker
0,20,fish48_Checker,Checker
1,1,fish49_Checker,Checker
0,2,fish49_Checker,Checker
0,3,fish49_Checker,Checker
0,4,fish49_Checker,Checker
0,5,fish49_Checker,Checker
1,6,fish49_Checker,Checker
0,7,fish49_Checker,Checker
1,8,fish49_Checker,Checker
1,9,fish49_Checker,Checker
1,10,fish49_Checker,Checker
1,11,fish49_Checker,Checker
0,12,fish49_Checker,Checker
0,13,fish49_Checker,Checker
0,14,fish49_Checker,Checker
1,15,fish49_Checker,Checker
0,16,fish49_Checker,Checker
0,17,fish49_Checker,Checker
0,18,fish49_Checker,Checker
0,19,fish49_Checker,Checker
1,20,fish49_Checker,Checker
0,1,fish50_Checker,Checker
0,2,fish50_Checker,Checker
0,3,fish50_Checker,Checker
0,4,fish50_Checker,Checker
0,5,fish50_Checker,Checker
0,6,fish50_Checker,Checker
0,7,fish50_Checker,Checker
0,8,fish50_Checker,Checker
0,9,fish50_Checker,Checker
0,10,fish50_Checker,Checker
0,11,fish50_Checker,Checker
0,12,fish50_Checker,Checker
0,13,fish50_Checker,Checker
0,14,fish50_Checker,Checker
0,15,fish50_Checker,Checker
0,16,fish50_Checker,Checker
0,17,fish50_Checker,Checker
0,18,fish50_Checker,Checker
0,19,fish50_Checker,Checker
0,20,fish50_Checker,Checker
0,1,fish51_Checker,Checker
0,2,fish51_Checker,Checker
0,3,fish51_Checker,Checker
0,4,fish51_Checker,Checker
0,5,fish51_Checker,Checker
0,6,fish51_Checker,Checker
0,7,fish51_Checker,Checker
0,8,fish51_Checker,Checker
0,9,fish51_Checker,Checker
0,10,fish51_Checker,Checker
0,11,fish51_Checker,Checker
0,12,fish51_Checker,Checker
0,13,fish51_Checker,Checker
0,14,fish51_Checker,Checker
1,15,fish51_Checker,Checker
1,16,fish51_Checker,Checker
1,17,fish51_Checker,Checker
0,18,fish51_Checker,Checker
0,19,fish51_Checker,Checker
0,20,fish51_Checker,Checker
